Year,Case Vehicle ID,Vehicle Body Type,Registration Class,Action Prior to Accident,Type / Axles of Truck or Bus,Direction of Travel,Fuel Type,Vehicle Year,State of Registration,Number of Occupants,Engine Cylinders,Vehicle Make,Contributing Factor 1,Contributing Factor 1 Description,Contributing Factor 2,Contributing Factor 2 Description,Event Type,Partial VIN
2018,15232120,VAN TRUCK,AGRICULTURAL TRUCK,Parked,Not Entered,North,Gas,2015,NY,0,4,NISSA,HUMAN,Not Entered,HUMAN,Not Entered,Not Entered,3N6CM0KN2FK713460
2018,15232535,SUBURBAN,PASSENGER OR SUBURBAN,Making U Turn,Not Entered,South,Gas,2015,NY,1,6,HONDA,HUMAN,Not Entered,HUMAN,Unknown,Not Entered,5J6TF2H55FL001556
2018,15232557,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,South,Gas,2013,NY,5,4,NISSA,HUMAN,Passenger Distraction,VEHICLE,Other*,Not Entered,1N4AL3AP8DC229156
2018,15232556,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2009,NY,2,8,CADIL,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,3GYFK22209G213337
2018,15233276,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,West,Gas,2008,NY,0,6,PONTI,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2G2WP552081121158
2018,15233275,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Backing,Not Entered,West,Gas,1997,NY,1,6,BUICK,HUMAN,Not Applicable,HUMAN,Backing Unsafely,Not Applicable,1G4GD2219V4712927
2018,15233301,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Backing,Not Entered,East,Gas,2007,NY,1,4,NISSA,HUMAN,Not Applicable,HUMAN,Backing Unsafely,Not Applicable,1N4AL21E27N432898
2018,15233323,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Backing,Not Entered,East,Gas,2005,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Backing Unsafely,Not Applicable,2T1BR32E55C473110
2018,15233322,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Starting from Parking,Not Entered,West,Gas,2015,NY,1,4,VOLKS,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,3VWF17AT5FM602808
2018,15233338,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2013,NY,1,8,CHEVR,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,1GCRKSE79DZ185489
2018,15233339,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Northwest,Gas,2010,NY,1,6,TOYOT,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,JTEBU5JR8A5003672
2018,15233344,PICKUP TRUCK,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,West,Gas,2012,NY,1,8,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,1GCRKSE71CZ200596
2018,15233367,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,South,Gas,2014,NY,0,6,AUDI,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,WAUWGAFC7EN084631
2018,15233368,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2007,NY,2,6,BUICK,HUMAN,Reaction to Other Uninvolved Vehicle,ENVMT,Pavement Slippery,Not Applicable,1G4HD57257U210376
2018,15233376,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2013,NY,1,4,DODGE,ENVMT,Animal's Action,ENVMT,Pavement Slippery,Not Applicable,1C3CDZAB5DN710899
2018,15233388,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2000,NY,1,6,NISSA,HUMAN,Not Applicable,HUMAN,Passing or Lane Usage Improper,Not Applicable,4N2XN11T0YD836410
2018,15233653,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2011,NY,1,6,ME/BE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,WDDGF8BB3BR140042
2018,15233711,SUBURBAN,PASSENGER OR SUBURBAN,Backing,Not Entered,West,Gas,2003,NY,2,6,NISSA,HUMAN,Not Applicable,HUMAN,Alcohol Involvement,Not Applicable,JN8AZ08W43W230844
2018,15233710,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,South,Gas,2007,NY,2,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1HGFA16837L065042
2018,15233772,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2006,NY,2,6,PONTI,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,2G2WP552161129881
2018,15233773,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2010,NY,5,4,KIA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,KNAGG4A89A5387476
2018,15233826,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,East,Gas,2005,NY,0,6,PONTI,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,1G2ZG528X54167313
2018,15233845,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2014,NY,1,4,FORD,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,3FADP4BJ4EM215708
2018,15233849,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,South,Gas,2014,NY,1,6,DODGE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2C4RDGBG9ER428175
2018,15233848,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,West,Gas,2007,NY,2,6,CHRYS,HUMAN,Not Applicable,HUMAN,Unsafe Speed,Not Applicable,1C3LC56R97N537054
2018,15233850,SUBURBAN,PASSENGER OR SUBURBAN,Backing,Not Entered,East,Gas,2006,NY,3,6,HYUND,HUMAN,Backing Unsafely,HUMAN,Driver Inattention/Distraction*,Not Applicable,KM8JN72D76U425890
2018,15233861,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2009,NY,1,4,HYUND,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,5NPET46C99H554465
2018,15233869,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Northwest,Gas,2010,NY,1,4,KIA,HUMAN,Not Applicable,HUMAN,Driver Inattention/Distraction*,Not Applicable,KNADH4A35A6665319
2018,15233938,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2014,NY,1,8,CHEVR,HUMAN,Not Applicable,HUMAN,Driver Inattention/Distraction*,Not Applicable,1GCVKREC8EZ296167
2018,15233940,PICKUP TRUCK,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,West,Gas,2005,NY,1,8,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2GCEK13T851383080
2018,15233939,PICKUP TRUCK,COMMERCIAL,Going Straight Ahead,Not Entered,West,Gas,2014,NY,1,6,CHEVR,HUMAN,Driver Inattention/Distraction*,HUMAN,Unsafe Speed,"Other Motor Vehicle, Collision With",1GCRCPEH9EZ205731
2018,15233980,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2008,NY,2,6,CHRYS,HUMAN,Not Applicable,ENVMT,Pavement Slippery,"Other Motor Vehicle, Collision With",2A8HR54P48R637030
2018,15233981,SUBURBAN,PASSENGER OR SUBURBAN,Parked,Not Entered,South,Gas,1999,NY,0,6,NISSA,HUMAN,Not Applicable,VEHICLE,Other*,Not Applicable,JN8AR07Y9XW370770
2018,15233982,SUBURBAN,PASSENGER OR SUBURBAN,Parked,Not Entered,South,Gas,2006,NY,0,4,FORD,HUMAN,Not Applicable,VEHICLE,Other*,Not Applicable,1FMYU92Z66KA99536
2018,15233994,PICKUP TRUCK,COMMERCIAL,Going Straight Ahead,Not Entered,West,Gas,2007,NY,2,8,CHEVR,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1GCEK19J07E502800
2018,15234022,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2007,NY,1,6,CHEVR,HUMAN,Unknown,HUMAN,Passing or Lane Usage Improper,Not Applicable,2G1WT58K779171907
2018,15234042,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2012,NY,2,4,HYUND,HUMAN,Alcohol Involvement,ENVMT,Animal's Action,Not Applicable,KMHTC6AD9CU079699
2018,15234048,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,North,Gas,2014,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2HGFB6E59EH703905
2018,15234047,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,South,Gas,2016,NY,2,6,TOYOT,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,5TDJKRFH8GS252165
2018,15234082,CONVERTIBLE,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Northeast,Gas,2003,NY,2,6,FORD,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1FAFP44443F348126
2018,15234191,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2008,NY,1,5,VOLKS,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,WVWBA71K78W192184
2018,15234350,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2007,NY,1,6,JEEP,HUMAN,Unsafe Speed,VEHICLE,Steering Failure,"Light Support/Utility Pole, Collision With Fixed Object",1J4GL48K97W500503
2018,15234353,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,Southeast,Gas,2006,NY,1,6,FORD,HUMAN,Not Applicable,HUMAN,Driver Inexperience*,Not Applicable,2FMZA51676BA11052
2018,15234355,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,1996,NY,1,8,LEXUS,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JT8BH22F1T0057888
2018,15234356,PICKUP TRUCK,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,East,Gas,2015,NY,1,8,CHEVR,HUMAN,Failure to Yield Right-of-Way,HUMAN,Turning Improperly,Not Entered,3GCUKREC6FG274343
2018,15234364,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2013,NY,2,4,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5NPDH4AE0DH249032
2018,15234365,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2010,NY,1,5,VOLKS,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,3VWRZ7AJ5AM157094
2018,15234377,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,South,Gas,2004,NY,0,6,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,"Other Motor Vehicle, Collision With",2G1WF52E349234605
2018,15234378,CONVERTIBLE,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2003,NY,3,4,AUDI,HUMAN,Alcohol Involvement,HUMAN,Unsafe Speed,Not Applicable,WAUAC48H13K023399
2018,15234387,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2011,NY,1,4,HYUND,HUMAN,Alcohol Involvement,HUMAN,Unsafe Speed,Not Entered,5NPEB4AC7BH184472
2018,15234386,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2003,NY,1,6,JEEP,HUMAN,Not Applicable,HUMAN,Not Applicable,"Tree, Collision With Fixed Object",1J4GL48K53W648593
2018,15234396,PICKUP TRUCK,COMMERCIAL,Going Straight Ahead,Not Entered,East,Diesel,2008,NY,1,6,DODGE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,3D7KS28A28G119001
2018,15234397,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,North,Gas,2012,NY,2,6,NISSA,HUMAN,Driver Inattention/Distraction*,HUMAN,Failure to Yield Right-of-Way,Not Applicable,JN8AZ1MW6CW205441
2018,15234400,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Northwest,Gas,2009,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2HGFA16519H364244
2018,15234456,CONVERTIBLE,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2004,NY,1,4,VOLKS,HUMAN,Not Applicable,HUMAN,Reaction to Other Uninvolved Vehicle,Not Applicable,3VWBM31Y74M346503
2018,15234469,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2009,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Unsafe Speed,"Guide Rail - Not At End, Collision With Fixed Object",2HGFG12899H520934
2018,15234470,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2012,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Unsafe Speed,Not Applicable,2T1BU4EE3CC896202
2018,15234473,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Northeast,Gas,2017,NY,3,6,HONDA,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,1HGCR3F82HA026379
2018,15234474,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2009,NY,3,6,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,3FAHP07109R216947
2018,15234502,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2017,NY,1,4,SUBAR,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,JF2SJAAC9HH427051
2018,15234503,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2007,NY,1,6,KIA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,KNDMB133676135840
2018,15234511,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Northeast,Gas,1994,NY,1,6,FORD,HUMAN,Not Applicable,VEHICLE,Tire Failure/Inadequate,Not Applicable,1FTEF14Y4RNB59274
2018,15234514,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,South,Diesel,2015,NY,2,4,ME/BE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,4JGDA0EB0FA536311
2018,15234530,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2014,NY,1,4,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,3FA6P0D99ER191767
2018,15234529,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,West,Gas,2007,NY,2,6,SATUR,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,5GZEV13737J120707
2018,15234534,PICKUP TRUCK,COMMERCIAL,Stopped in Traffic,Not Entered,North,Gas,2008,NY,1,8,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1GCHK29K98E208177
2018,15234533,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2010,NY,1,6,BUICK,HUMAN,Following Too Closely,ENVMT,Pavement Slippery,Not Applicable,1G4GC5EG0AF221200
2018,15234538,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2009,NY,1,4,KIA,HUMAN,Traffic Control Device Disregarded,HUMAN,Unsafe Speed,Not Applicable,KNAGE228195301176
2018,15234561,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2014,NY,1,4,CHEVR,HUMAN,Alcohol Involvement,HUMAN,Unsafe Lane Changing,Not Applicable,1G11Y5SL7EU108691
2018,15234578,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2009,NY,1,4,FORD,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1FAHP36N09W185153
2018,15234585,SUBURBAN,PASSENGER OR SUBURBAN,Changing Lanes,Not Entered,South,Gas,2007,NY,4,6,NISSA,HUMAN,Not Applicable,HUMAN,Unsafe Lane Changing,Not Applicable,JN8AZ08W77W636736
2018,15234586,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Changing Lanes,Not Entered,South,Gas,2017,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Unsafe Lane Changing,"Other Motor Vehicle, Collision With",2HGFC1F31HH643569
2018,15234590,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,1999,NY,1,6,OLDSM,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1G3NG52J7X6335283
2018,15234592,SUBURBAN,PASSENGER OR SUBURBAN,Backing,Not Entered,West,Gas,2009,NY,4,4,KIA,HUMAN,Not Applicable,HUMAN,Backing Unsafely,Not Applicable,KNAFG529097276078
2018,15234591,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Backing,Not Entered,East,Gas,2014,NY,2,4,KIA,HUMAN,Not Applicable,HUMAN,Backing Unsafely,Not Applicable,KNADN4A34E6328154
2018,15234596,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2009,NY,1,4,FORD,HUMAN,Alcohol Involvement,HUMAN,Unsafe Speed,"Light Support/Utility Pole, Collision With Fixed Object",1FAHP34N39W244974
2018,15234610,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2016,NY,1,4,NISSA,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,JN8AT2MV3GW145039
2018,15234617,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,South,Gas,2017,NY,3,6,JEEP,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1C4RJFLG8HC754824
2018,15234616,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2007,NY,2,4,MAZDA,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,JM1BK343871748363
2018,15234653,SUBURBAN,PASSENGER OR SUBURBAN,Starting in Traffic,Not Entered,West,Gas,2017,NY,1,8,JEEP,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,1C4RJFCT5HC773053
2018,15234652,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Right Turn on Red,Not Entered,West,Gas,2002,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2T1BR12E22C568224
2018,15234669,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Southeast,Gas,2014,NY,3,4,NISSA,HUMAN,Unsafe Speed,HUMAN,Failure to Keep Right,Not Applicable,3N1CE2CP0EL417229
2018,15234681,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2001,NY,1,6,FORD,HUMAN,Alcohol Involvement,HUMAN,Failure to Keep Right,"Overturned, Non-Collision",1FTZR15U11TA10888
2018,15234687,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2008,NY,1,4,DODGE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1B3LC56K58N666166
2018,15234686,PICKUP TRUCK,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,West,Gas,2016,NY,1,8,CHEVR,HUMAN,Not Applicable,HUMAN,Turning Improperly,Not Applicable,1GCVKREC9GZ380713
2018,15234700,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,West,Gas,2016,NY,2,6,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JTEBU5JR1G5365898
2018,15234701,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,West,Gas,2004,NY,1,8,JEEP,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1J4GW58N14C196670
2018,15234723,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Northwest,Gas,2004,NY,2,6,GMC,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1GKDT13S842239726
2018,15234732,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2008,NY,1,4,CHEVR,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,"Guide Rail - Not At End, Collision With Fixed Object",1G1ZG57B88F285085
2018,15234828,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2010,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Traffic Control Device Disregarded,Not Applicable,2T1BU4EE3AC493155
2018,15234829,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Starting from Parking,Not Entered,East,Gas,2016,NY,1,4,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1G1PD5SB2G7137028
2018,15234841,SUBURBAN,SPECIAL PASSENGER,Going Straight Ahead,Not Entered,North,Gas,2001,NY,1,6,HONDA,HUMAN,Unsafe Speed,HUMAN,Failure to Keep Right,"Sign Post, Collision With Fixed Object",2HKRL18691H568376
2018,15234867,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2004,NY,1,6,CADIL,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,1G6DM577940142460
2018,15234871,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2005,NY,1,6,TOYOT,HUMAN,Alcohol Involvement,HUMAN,Passing or Lane Usage Improper,Not Applicable,5TDBA23C85S041343
2018,15234878,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,East,Gas,2009,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Turning Improperly,Not Applicable,2T1BU40E59C138054
2018,15234879,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2000,NY,2,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JHLRD1863YC002655
2018,15234882,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2018,NY,2,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JTMRFREVXJD226829
2018,15234881,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2017,NY,2,4,HONDA,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1HGCR2F31HA259961
2018,15234902,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Backing,Not Entered,South,Gas,2016,NY,1,4,VOLKS,HUMAN,Not Applicable,HUMAN,Backing Unsafely,Not Applicable,3VWL17AJXGM299432
2018,15234904,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,1997,NY,2,6,TOYOT,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,JT3HJ85J7V0180072
2018,15234905,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2003,NY,2,4,NISSA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1N4AL11D83C151924
2018,15234906,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2017,NY,4,4,ME/BE,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,WDDZF4KBXHA052646
2018,15234907,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2012,NY,1,6,LEXUS,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JTHBK1EG1C2500304
2018,15234912,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2000,NY,3,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1HGEJ8248YL054143
2018,15234964,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,South,Gas,2011,NY,0,4,NISSA,HUMAN,Not Entered,HUMAN,Not Applicable,Not Applicable,3N1BC1AP3BL367596
2018,15234977,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2008,NY,4,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1HGCS12838A004891
2018,15234976,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Northeast,Gas,2012,NY,1,4,HYUND,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,5NPEB4AC6CH461288
2018,15234999,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,West,Gas,2016,NY,1,4,HYUND,HUMAN,Driver Inattention/Distraction*,HUMAN,Following Too Closely,Not Applicable,5XYZUDLBXGG372689
2018,15235009,4 DOOR SEDAN,OMNIBUS - TAXI,Going Straight Ahead,Not Entered,East,Gas,2014,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,4T1BF1FK3EU375155
2018,15235008,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2011,NY,1,6,NISSA,HUMAN,Not Applicable,HUMAN,Fell Asleep,Not Applicable,1N4AA5AP3BC815665
2018,15235010,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2017,NY,1,4,VOLKS,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,WVGSV7AX7HK035502
2018,15235011,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2009,NY,1,6,ME/BE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,WDDGF56X49R056438
2018,15236311,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2004,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1HGEM22584L075274
2018,15236387,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2010,NY,1,6,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,1HGCP3F89AA011826
2018,15236416,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,North,Gas,2017,NY,0,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1HGCR2F72HA276299
2018,15236425,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,North,Gas,2015,NY,0,6,LINCO,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,1LNHL9FT7FG606455
